gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSDARG00000000001,134190559.19287433,1.050476766413598,0.5458418283835296,1.9245076353428388,0.05429098460079238,0.8009970260202481
ENSDARG00000000002,85514076.12832433,-0.4216176593816737,0.6429512654274098,-0.6557536815817575,0.5119826229389011,0.999993357042838
ENSDARG00000000018,398763478.33070177,0.11078229307336664,0.11959178432997791,0.9263369862238688,0.3542708803514689,0.999993357042838
ENSDARG00000000019,2186981515.3781023,0.028540337732139157,0.31859162960974335,0.08958282352583918,0.9286187343600314,0.999993357042838
ENSDARG00000000068,862911147.4907204,-0.8923324784520199,0.5301010551851004,-1.6833252258674258,0.09231214963035812,0.9442529195879673
ENSDARG00000000069,3381038144.0315895,0.25347591698105,0.32070069647810373,0.7903815606410958,0.4293049676154619,0.999993357042838
ENSDARG00000000086,910172643.9284351,-0.36374460037820194,0.2737865724965319,-1.328569904146083,0.18398990669729376,0.999993357042838
ENSDARG00000000103,5000959970.578576,0.425756931790876,0.726820272375918,0.585780210008604,0.5580232243478807,0.999993357042838
ENSDARG00000000142,91993209.21197818,-0.6590622930168946,0.33155325309517997,-1.987802221405729,0.046833567969993314,0.7713172094769074
ENSDARG00000000151,269347863.4552821,0.45261959194036405,0.4198648701381561,1.0780125324403302,0.28102816333194036,0.999993357042838
ENSDARG00000000161,45789773.09775299,-0.06580781012415392,0.3900416743944639,-0.1687199456989306,0.8660169292965874,0.999993357042838
ENSDARG00000000175,6860544.785277796,-0.8251798323533849,1.2536227915636529,-0.658236144003199,0.5103864029564671,0.999993357042838
ENSDARG00000000183,56196053.66016112,-0.28248785501478346,0.4274877301493934,-0.6608092702825948,0.508734636984482,0.999993357042838
ENSDARG00000000189,43963242.620691136,0.2009979950344706,0.5281854636110115,0.3805443520923893,0.7035413801794983,0.999993357042838
ENSDARG00000000212,35272779.99140499,1.0805689087663928,1.9965458261414821,0.5412191869668711,,
ENSDARG00000000229,361222255.26193106,-0.47406549726841724,0.5259699932355185,-0.9013166214144473,0.3674199987866541,0.999993357042838
ENSDARG00000000241,8195303362.542251,0.1282854601503042,1.118516036693061,0.1146925532955124,0.9086888165862169,0.999993357042838
ENSDARG00000000324,433949175.31549007,-0.1335184631431371,0.3837918773330783,-0.34789288421354875,0.7279206294539279,0.999993357042838
ENSDARG00000000349,1441763.6951464661,0.9526712530714897,3.2134746964785643,0.29646141421790545,,
ENSDARG00000000369,5147842.60241112,0.09697818010348724,2.032653011032642,0.04771015002418919,0.961947244766852,0.999993357042838
ENSDARG00000000370,20280913.249014884,-1.769243326079854,1.2798895671145527,-1.3823406108923326,0.1668671420518406,0.999993357042838
ENSDARG00000000380,11049560.976527153,-0.26466377235873434,1.3607665840598373,-0.19449608438290122,0.8457874613992988,0.999993357042838
ENSDARG00000000394,1082608090.817524,-0.048255355682388604,0.2100454969594258,-0.22973763485017737,0.8182956485860127,0.999993357042838
ENSDARG00000000423,254959251.97499606,0.42008925159121924,0.2682802629411186,1.5658596983089257,0.11738146662303002,0.999993357042838
ENSDARG00000000442,235794761.08672333,-0.1414607075341949,0.34605090892275836,-0.4087858285781015,0.6826968406804779,0.999993357042838
ENSDARG00000000460,15040679.208510406,0.334342927759468,1.6636372710284608,0.20097104914749664,0.8407212116327962,0.999993357042838
ENSDARG00000000472,4639652.8117116345,-0.08203272219889012,2.014032724982135,-0.04073058058161283,0.9675106820388403,0.999993357042838
ENSDARG00000000474,420437.7875927397,-1.8698401179707747,4.641268690401244,-0.40287262873572705,0.6870419280317004,0.999993357042838
ENSDARG00000000476,63059267.112739295,0.8984930070340011,0.3635099850394988,2.47171479192345,0.013446674602698694,0.47726102529552494
ENSDARG00000000489,758897082.7261366,0.6950906306622997,0.2765677220735956,2.51327459853516,0.011961618834284421,0.4447414394024364
ENSDARG00000000503,6314754.437727767,-0.0960695013984943,1.2423256185807166,-0.07733037133070475,0.9383607304122868,0.999993357042838
ENSDARG00000000516,9108041.608723164,0.4371831952268145,1.3485220259988149,0.3241943303840398,,
ENSDARG00000000529,80956951.29905184,-0.7053792779238198,0.5176078236721522,-1.3627678054004846,0.17295570056755782,0.999993357042838
ENSDARG00000000540,556075619.6154821,0.6425287872320208,0.39840098517190464,1.6127690722320334,0.10679468772942476,0.9804177451330316
ENSDARG00000000542,332417646.8836164,-0.013253137570686203,0.3074456443665942,-0.043107254285519606,0.9656160365927958,0.999993357042838
ENSDARG00000000551,67886416.28058591,-1.5251393492530474,1.2954053038523776,-1.177345302445087,0.23905771200573944,0.999993357042838
ENSDARG00000000563,105349787.18378066,0.010961942251719895,0.38254069976742006,0.028655623462770414,0.9771392491659618,0.999993357042838
ENSDARG00000000567,284378126.675753,-0.1416481046665263,0.243614043322513,-0.5814447424075746,0.5609407498919217,0.999993357042838
ENSDARG00000000568,1481009175.9130044,-0.14247541686571671,0.4567234123200303,-0.3119512007102515,0.755077610093138,0.999993357042838
ENSDARG00000000588,430163212.15773606,0.40333325469040243,0.2268082996244115,1.7783002445603249,0.07535455621956583,0.8890289326168584
ENSDARG00000000606,18440767.629270174,-0.11882654508867471,0.7352232244478568,-0.16161968384215816,0.8716053556406131,0.999993357042838
ENSDARG00000000631,757138142.714225,-0.32259759233544233,0.29782727193482733,-1.08317008794962,0.2787329339843747,0.999993357042838
ENSDARG00000000638,1965815.3312572455,-1.8643108141693057,3.5017392680942465,-0.5323956672490698,0.5944519854077832,0.999993357042838
ENSDARG00000000651,65205881.38068989,0.6421617086136587,0.3690248844630338,1.7401582810548535,0.08183122887525203,0.9113762806423555
ENSDARG00000000656,540915771.7527794,-0.2764782087004458,0.5161989473083802,-0.5356039762229041,0.592232280117676,0.999993357042838
ENSDARG00000000666,4260730693.7765727,0.21970215403375895,0.1621787164890454,1.3546916561557514,0.17551581737806254,0.999993357042838
ENSDARG00000000690,176067180.45302463,0.20365416805631867,0.5073195260772061,0.4014317557044428,0.6881022733039162,0.999993357042838
ENSDARG00000000729,199202781.08318394,-0.06821736136156303,0.30287624647251243,-0.22523179732998344,0.8217989541862221,0.999993357042838
ENSDARG00000000730,1628816873.003573,0.8964324833874562,0.49844083596083727,1.798473196240866,0.0721020525101432,0.876972541255773
ENSDARG00000000747,107685850.7044586,0.09059468900431009,0.6509413982483532,0.13917487695220387,0.8893119605632468,0.999993357042838
