gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name
ENSDARG00000000001,115.23023536858996,0.8087580165052101,0.5184774565689937,1.5598711308629267,0.1187903379081519,0.7131726621870128,slc35a5
ENSDARG00000000018,348.79556844934075,-0.0097271422943823,0.1602106489176383,-0.0607147050467468,0.9515864203531827,0.990437084372642,nrf1
ENSDARG00000000019,1668.533665734365,0.0480665938693424,0.2953799047151425,0.1627280431134838,0.8707325660715172,0.9745860551962412,ube2h
ENSDARG00000000068,693.0067883309304,-0.698026523839142,0.3936526284670837,-1.7732042754479138,0.0761948638646486,0.6299003561055406,nherf1a
ENSDARG00000000069,2438.321703437124,0.1329030906700628,0.240105132568844,0.553520406865756,0.5799071108520264,0.9188397958381852,dap
ENSDARG00000000086,624.3878622142139,-0.2794630631668492,0.2427236082038653,-1.1513633355850832,0.2495827909172727,0.8017750339875244,ITSN1
ENSDARG00000000103,3594.003769081796,-0.1585406538883951,0.4553828265516235,-0.3481480737623347,0.7277289822665922,0.951082835788499,MYH10
ENSDARG00000000142,65.32088986140256,-0.7384496211555528,0.2367011784567537,-3.1197547302894835,0.0018100168403909,0.1441266072256866,tmem267
ENSDARG00000000151,185.66368552057605,0.3861612124215863,0.3186384837402102,1.211910149360453,0.2255467766188011,0.7941817922446748,thraa
ENSDARG00000000161,38.16129608510108,-0.1638393942515298,0.3475205113167901,-0.4714524435715346,0.6373176727866775,0.9299881283410858,itsn2a
ENSDARG00000000183,47.694372793574985,0.1258913783987753,0.4126257099300743,0.3050982412610924,0.7602913306559359,0.9528919992026568,ptpn4b
ENSDARG00000000229,288.1449212381031,-0.671398699691871,0.4734142844460356,-1.4182054106743025,0.1561308026971763,0.7437352962463369,usp49
ENSDARG00000000241,4766.821860644782,0.238445061888855,0.8435522536590668,0.2826678025629765,0.777431499879432,0.9560912359915936,slc40a1
