gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name
ENSDARG00000058663,36022831.09341557,-27.400824661334784,1.966320805483972,-13.93507335370466,3.8780176427882667e-44,7.0541140922318565e-40,ENSDARG00000058663
ENSDARG00000077862,14394879.815982724,-9.754531807837244,2.459248609617456,-3.9664683634220266,7.29454528971187e-05,0.0068351030131083,si:dkey-169i5.4
ENSDARG00000094958,420556556.7016944,-8.618194899616432,2.022079805402857,-4.26204488892536,2.025647395067199e-05,0.0026895274537425,ENSDARG00000094958
ENSDARG00000070132,177560632.02399606,-8.160168160274763,1.8533666243280815,-4.402889343727739,1.0681865598434062e-05,0.0016607105575685,aste1a
ENSDARG00000099583,2127529426.7593129,-7.968984808688071,1.9955711956603597,-3.993335254596634,6.515035000376883e-05,0.0063714240138094,ENSDARG00000099583
ENSDARG00000036412,25339094.144332197,-7.793303056486788,2.2466978796814714,-3.468781061738348,0.000522825332081,0.0264492175227843,lrrc71
ENSDARG00000115161,193890298.2888437,-7.351980671072345,1.654684517341489,-4.443131360704612,8.865899840615961e-06,0.0014146554219368,ENSDARG00000115161
ENSDARG00000095190,40358464.30196166,-7.34967217366548,1.7845140041146044,-4.1185847556921,3.812063620010791e-05,0.0042281364175607,ENSDARG00000095190
ENSDARG00000102229,131009649.42880332,-6.829239383809142,1.4787214709534775,-4.618340585401562,3.868209824308786e-06,0.0007911151640812,mapk8ip1a
ENSDARG00000092999,357171382.6500374,-6.658668255343246,0.9771947095413704,-6.8140649865658585,9.487881076420234e-12,1.9176061864453783e-08,ENSDARG00000092999
ENSDARG00000070605,97055557.4712215,-6.36317489800469,1.9622047921762136,-3.2428699202938507,0.0011833222353372,0.0445644543701529,ENSDARG00000070605
ENSDARG00000098537,66381969.007398665,-6.322572394802684,1.94460732816052,-3.2513362997471846,0.001148639012161,0.0438023975497069,ENSDARG00000098537
ENSDARG00000116378,131271320.19411711,-6.255551217111153,1.803942898065892,-3.467710216225846,0.0005249130030635,0.0264492175227843,ms4a17a.17
ENSDARG00000092361,110489660.6746537,-5.973516346216519,1.3085448573168412,-4.565006933323751,4.994778323192626e-06,0.0008995546306819,ENSDARG00000092361
ENSDARG00000041723,356933493.8605519,-5.935236345407799,1.2555215167162703,-4.727307550197147,2.2751652841233984e-06,0.0005518034202427,zgc:55461
